时间,商品名称,库存变化,单笔销量
2026-03-27 17:04:08,B-日本地址,-40->-42,2
2026-03-27 17:04:08,C-韩国地址,-114->-113,-1
2026-03-27 17:04:19,A-国际地址,-14->-16,2
2026-03-27 17:04:19,C-国际地址,-9->-10,1
2026-03-27 17:04:30,A-日本地址,-52->-53,1
2026-03-27 17:04:30,A-韩国地址,-166->-164,-2
2026-03-27 17:04:30,B-韩国地址,-107->-105,-2
2026-03-27 17:05:03,B-国际地址,-12->-13,1
2026-03-27 17:05:25,A-国际地址,-16->-17,1
2026-03-27 17:05:25,C-国际地址,-10->-12,2
2026-03-27 17:05:36,A-中国地址,-14->-16,2
2026-03-27 17:05:36,C-中国地址,-14->-16,2
2026-03-27 17:05:58,B-中国地址,-12->-13,1
2026-03-27 17:06:31,A-国际地址,-17->-16,-1
2026-03-27 17:06:31,C-国际地址,-12->-10,-2
2026-03-27 17:06:42,A-日本地址,-53->-56,3
2026-03-27 17:07:04,B-国际地址,-13->-12,-1
2026-03-27 17:07:04,C-日本地址,-40->-43,3
2026-03-27 17:07:26,B-日本地址,-42->-43,1
2026-03-27 17:08:44,C-国际地址,-10->-12,2
2026-03-27 17:10:02,A-日本地址,-56->-57,1
2026-03-27 17:12:16,A-日本地址,-57->-58,1
2026-03-27 17:15:03,C-韩国地址,-113->-114,1
2026-03-27 17:18:56,A-日本地址,-58->-60,2
2026-03-27 17:20:03,A-日本地址,-60->-61,1
2026-03-27 17:20:14,B-日本地址,-43->-44,1
2026-03-27 17:20:47,C-日本地址,-43->-44,1
2026-03-27 17:21:10,A-韩国地址,-164->-165,1
2026-03-27 17:21:21,B-韩国地址,-105->-107,2
2026-03-27 17:21:43,C-韩国地址,-114->-116,2
2026-03-27 17:22:16,A-日本地址,-61->-60,-1
2026-03-27 17:22:16,A-韩国地址,-165->-166,1
2026-03-27 17:22:28,B-韩国地址,-107->-108,1
2026-03-27 17:22:50,C-韩国地址,-116->-117,1
2026-03-27 17:23:01,C-日本地址,-44->-43,-1
2026-03-27 17:23:23,A-韩国地址,-166->-168,2
2026-03-27 17:23:57,C-韩国地址,-117->-118,1
2026-03-27 17:25:03,C-韩国地址,-118->-121,3
2026-03-27 17:25:14,C-日本地址,-43->-44,1
2026-03-27 17:25:37,A-日本地址,-60->-61,1
2026-03-27 17:25:37,A-韩国地址,-168->-170,2
2026-03-27 17:25:48,B-韩国地址,-108->-112,4
2026-03-27 17:26:10,C-韩国地址,-121->-122,1
